"27.11.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   26.11. 19:51 Kartenfolge-Nr.: 2"";26.11.2024;-6",40;EUR;27.11.2024 01:34:08:957
"29.11.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   28.11. 20:11 Kartenfolge-Nr.: 2"";28.11.2024;-6",40;EUR;29.11.2024 01:54:25:089
"02.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   02.12. 18:42 Kartenfolge-Nr.: 2"";02.12.2024;-6",40;EUR;02.12.2024 18:45:05:844
"02.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   01.12. 18:51 Kartenfolge-Nr.: 2"";01.12.2024;-6",40;EUR;01.12.2024 19:00:00:770
"02.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   29.11. 19:56 Kartenfolge-Nr.: 2"";29.11.2024;-6",40;EUR;30.11.2024 03:35:19:955
"03.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   03.12. 19:10 Kartenfolge-Nr.: 2"";03.12.2024;-6",40;EUR;03.12.2024 19:15:03:761
"05.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   05.12. 19:12 Kartenfolge-Nr.: 2"";05.12.2024;-6",40;EUR;05.12.2024 19:21:03:982
"06.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   06.12. 18:54 Kartenfolge-Nr.: 2"";06.12.2024;-6",40;EUR;06.12.2024 19:12:05:340
"09.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   08.12. 19:18 Kartenfolge-Nr.: 2"";08.12.2024;-6",40;EUR;08.12.2024 19:21:02:318
"11.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   10.12. 19:55 Kartenfolge-Nr.: 2"";10.12.2024;-6",40;EUR;11.12.2024 02:20:19:805
"12.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   12.12. 17:15 Kartenfolge-Nr.: 2"";12.12.2024;-6",40;EUR;12.12.2024 17:20:11:328
"13.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   13.12. 19:19 Kartenfolge-Nr.: 2"";13.12.2024;-6",40;EUR;13.12.2024 19:42:03:785
"16.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   15.12. 17:17 Kartenfolge-Nr.: 2"";15.12.2024;-6",40;EUR;15.12.2024 17:21:02:557
"16.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   14.12. 18:06 Kartenfolge-Nr.: 2"";14.12.2024;-6",40;EUR;14.12.2024 18:12:07:291
"17.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   17.12. 18:17 Kartenfolge-Nr.: 2"";17.12.2024;-6",40;EUR;17.12.2024 18:24:02:104
"20.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   20.12. 19:30 Kartenfolge-Nr.: 2"";20.12.2024;-6",40;EUR;20.12.2024 19:36:01:107
"23.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   22.12. 19:37 Kartenfolge-Nr.: 2"";22.12.2024;-6",40;EUR;22.12.2024 19:44:01:600
"27.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   23.12. 20:34 Kartenfolge-Nr.: 2"";23.12.2024;-6",40;EUR;24.12.2024 03:08:54:846
"30.12.2024;""Zahlungsreferenz: BURGERISTA   2361  K2   28.12. 20:26 Kartenfolge-Nr.: 2"";28.12.2024;-6",40;EUR;29.12.2024 03:14:32:418
"02.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   01.01. 19:40 Kartenfolge-Nr.: 2"";01.01.2025;-6",40;EUR;01.01.2025 19:47:01:059
"03.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   03.01. 19:29 Kartenfolge-Nr.: 2"";03.01.2025;-6",40;EUR;03.01.2025 19:41:08:313
"03.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   02.01. 20:14 Kartenfolge-Nr.: 2"";02.01.2025;-6",40;EUR;03.01.2025 02:14:52:282
"09.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   09.01. 17:27 Kartenfolge-Nr.: 2"";09.01.2025;-6",40;EUR;09.01.2025 17:36:05:813
"13.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   12.01. 19:14 Kartenfolge-Nr.: 2"";12.01.2025;-6",40;EUR;12.01.2025 19:17:41:305
"13.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   10.01. 20:22 Kartenfolge-Nr.: 2"";10.01.2025;-6",40;EUR;11.01.2025 02:11:36:283
"14.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   14.01. 19:14 Kartenfolge-Nr.: 2"";14.01.2025;-6",40;EUR;14.01.2025 19:28:00:433
"16.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   16.01. 17:17 Kartenfolge-Nr.: 2"";16.01.2025;-6",40;EUR;16.01.2025 17:24:03:192
"20.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   20.01. 15:35 Kartenfolge-Nr.: 2"";20.01.2025;-6",40;EUR;20.01.2025 15:51:09:330
"20.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   18.01. 17:27 Kartenfolge-Nr.: 2"";18.01.2025;-6",40;EUR;18.01.2025 17:31:05:211
"20.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   17.01. 20:14 Kartenfolge-Nr.: 2"";17.01.2025;-6",40;EUR;18.01.2025 01:47:31:916
"21.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   21.01. 18:50 Kartenfolge-Nr.: 2"";21.01.2025;-6",40;EUR;21.01.2025 18:53:04:358
"23.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   23.01. 17:22 Kartenfolge-Nr.: 2"";23.01.2025;-6",40;EUR;23.01.2025 17:27:07:966
"27.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   26.01. 17:07 Kartenfolge-Nr.: 2"";26.01.2025;-6",40;EUR;26.01.2025 17:18:01:672
"27.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   24.01. 20:08 Kartenfolge-Nr.: 2"";24.01.2025;-6",40;EUR;25.01.2025 02:55:20:272
"28.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   28.01. 19:48 Kartenfolge-Nr.: 2"";28.01.2025;-6",40;EUR;28.01.2025 19:50:03:197
"28.01.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   27.01. 19:40 Kartenfolge-Nr.: 2"";27.01.2025;-6",40;EUR;28.01.2025 02:14:07:652
"03.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   02.02. 18:52 Kartenfolge-Nr.: 2"";02.02.2025;-6",40;EUR;02.02.2025 18:59:01:240
"03.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   31.01. 20:17 Kartenfolge-Nr.: 2"";31.01.2025;-6",40;EUR;01.02.2025 03:23:26:443
"04.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   03.02. 19:51 Kartenfolge-Nr.: 2"";03.02.2025;-6",40;EUR;04.02.2025 02:40:10:313
"05.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   05.02. 17:53 Kartenfolge-Nr.: 2"";05.02.2025;-6",40;EUR;05.02.2025 18:02:06:900
"05.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   04.02. 20:00 Kartenfolge-Nr.: 2"";04.02.2025;-6",40;EUR;05.02.2025 01:56:09:824
"18.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   18.02. 15:35 Kartenfolge-Nr.: 2"";18.02.2025;-6",40;EUR;18.02.2025 15:47:04:340
"20.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   19.02. 20:27 Kartenfolge-Nr.: 2"";19.02.2025;-6",40;EUR;20.02.2025 01:58:20:022
"21.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   21.02. 17:02 Kartenfolge-Nr.: 2"";21.02.2025;-6",40;EUR;21.02.2025 17:07:01:087
"21.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   20.02. 20:07 Kartenfolge-Nr.: 2"";20.02.2025;-6",40;EUR;21.02.2025 02:41:28:964
"24.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   23.02. 19:21 Kartenfolge-Nr.: 2"";23.02.2025;-6",40;EUR;23.02.2025 19:25:01:117
"24.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   22.02. 19:27 Kartenfolge-Nr.: 2"";22.02.2025;-6",40;EUR;22.02.2025 19:31:01:748
"25.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   24.02. 20:20 Kartenfolge-Nr.: 2"";24.02.2025;-6",40;EUR;25.02.2025 02:10:27:581
"28.02.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   27.02. 20:20 Kartenfolge-Nr.: 2"";27.02.2025;-6",40;EUR;28.02.2025 02:10:39:091
"03.03.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   02.03. 19:53 Kartenfolge-Nr.: 2"";02.03.2025;-6",40;EUR;03.03.2025 00:48:13:832
"05.03.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   04.03. 20:46 Kartenfolge-Nr.: 2"";04.03.2025;-6",40;EUR;05.03.2025 02:56:59:727
"06.03.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   06.03. 17:11 Kartenfolge-Nr.: 2"";06.03.2025;-6",40;EUR;06.03.2025 17:19:07:306
"07.03.2025;""Zahlungsreferenz: BURGERISTA   2361  K2   07.03. 16:51 Kartenfolge-Nr.: 2"";07.03.2025;-6",40;EUR;07.03.2025 17:00:10:984
